name,title,male,culture,date_of_birth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,mother_is_alive,father_is_alive,heir_is_alive,spouse_is_alive,married,nobility,age,number_of_dead_relations,child_of
Shiera Crakehall,,0,,,,,,House Crakehall,Damion Lannister,0,0,1,1,1,,,,1.0,1,0,,0,
Shirei Frey,,0,,292.0,,,,House Frey,,0,1,1,1,1,,,,,0,0,13.0,0,
Simon Staunton,Ser,1,,,,,,House Staunton,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,
Sigfryd Harlaw,Master of Harlaw Hall,1,Ironborn,,,,,House Harlaw of Harlaw Hall,,0,0,0,1,1,,,,,0,1,,0,
Lord Staunton,Rook's Rest,1,,,,,,House Staunton,,0,0,0,0,0,,,,,0,1,,0,
Stannis Seaworth,,1,,289.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,16.0,0,
Steffon Seaworth,,1,,293.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,12.0,0,
Steffon Frey,,0,,263.0,Deana Hardyng,Walton Frey,,House Frey,,0,1,1,1,0,,,,,0,0,42.0,0,
Steffon Swyft,Ser,1,,,,,,House Swyft,,0,0,1,1,1,,,,,0,1,,0,
Steffon Darklyn,Ser,0,,,,,,House Darklyn,,0,0,0,0,0,,,,,0,1,,0,
Steffon Stackspear,Ser,0,,,,,,House Stackspear,,0,0,1,1,0,,,,,0,1,,0,
Sumner Crakehall,Crakehall,1,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,
Sylas Flatnose,King of the Iron Islands,1,Ironborn,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Sybell Spicer,Crag,0,,,,,,House Spicer,Gawen Westerling,0,0,1,1,0,,,,1.0,1,1,,0,
Symon Santagar,Ser,1,,,,,,House Santagar,,0,0,0,1,1,,,,,0,1,,0,
Sybelle Glover,Deepwood Motte,0,Northmen,,,,,House Locke,Robett Glover,0,1,1,1,1,,,,1.0,1,1,,0,
Sylwa Paege,,0,,,,,,House Paege,Whalen Frey,0,1,1,1,0,,,,1.0,1,0,,0,
Symon Hollard,Ser,1,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,
Symond Templeton,Ser,0,,,,,,House Templeton,,0,0,0,1,1,,,,,0,1,,0,
Symond Frey,,1,,252.0,,,,House Frey,Betharios of Braavos,0,1,1,1,1,,,,1.0,1,0,48.0,0,
Tallad,Ser,1,,,,,,House Baratheon of King's Landing,,0,1,1,1,1,,,,,0,1,,0,
Tanton Fossoway,Ser,0,,,,,,House Fossoway of Cider Hall,,0,1,1,1,1,,,,,0,1,,0,
Ternesio Terys,Captain,1,Braavosi,,,,,,,0,0,1,1,0,,,,,0,1,,0,
Terrence Kenning,Kayce,0,,,,,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,,0,
Theodan Wells,Ser,0,Northmen,,,,,House Wells,,0,0,0,1,1,,,,,0,1,,0,
Terrence Toyne,Ser,1,,,,,,House Toyne,,0,0,1,1,1,,,,,0,1,,0,
Theodore Tyrell,Ser,1,,,Elyn Norridge,Luthor Tyrell son of Moryn,,House Tyrell,Lia Serry,0,0,1,1,0,,,,1.0,1,1,,0,
Theomar Smallwood,Acorn Hall,1,,,,,,House Smallwood,Ravella Swann,0,0,1,1,1,,,,1.0,1,1,,0,
Theomore Harlaw,Lord of the Ten TowersLord Harlaw of HarlawHarlaw of Harlaw,1,,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,
Tim Tangletongue,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Three-Tooth,Ten Towers,0,Ironborn,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,
Titus Peake,Starpike,1,,,,,,House Peake,Margot Lannister,0,0,1,1,1,,,,1.0,1,1,,0,
Tion Frey,,1,,279.0,Genna Lannister,Emmon Frey,,,,1,1,1,1,1,,,,,0,0,20.0,0,
Todder,,1,,,,,,Night's Watch,,1,1,1,0,1,,,,,0,0,,0,
Tomard,,1,northmen,249.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,49.0,0,
Tommen Costayne,Three Towers,0,,,,,,House Costayne,,0,0,0,1,0,,,,,0,1,,0,
Torbert,Septon,1,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,
Torren Liddle,The LiddleLord Liddle,0,Northern mountain clans,,,,,House Liddle,,0,0,0,1,1,,,,,0,1,,0,
Torwynd,,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,
Trebor Jordayne,Lord of the Tor,0,,,,,,House Jordayne,,0,0,0,1,1,,,,,0,1,,0,
Tremond Gargalen,Salt Shore,0,Dornish,,,,,House Gargalen,,0,0,1,1,1,,,,,0,1,,0,
Tristan Mudd,Lord Commander of the Night's Watch,1,,,,,,House Mudd,,0,0,1,0,0,,,,,0,1,,0,
Triston of Tally Hill,Ser,0,,,,,,House Sunglass,,0,0,1,1,1,,,,,0,1,,0,
Triston Farwynd,Sealskin Point,0,Ironborn,,,,,House Farwynd,,0,0,0,1,1,,,,,0,1,,0,
Triston Sunderland,Three Sisters,1,,,,,,House Sunderland,,0,0,0,1,1,,,,,0,1,,0,
Tybolt Hetherspoon,Ser,1,,,,,,House Hetherspoon,,0,0,0,1,1,,,,,0,1,,0,
Tybolt Crakehall,Ser,1,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,
Tybolt Lannister,Ser,1,Westerman,,Cerissa Brax,Damon Lannister,,House Lannister,Teora Kyndall,0,0,0,0,0,,,,1.0,1,1,,0,
Tyana Wylde,,0,,,,,,House Wylde,Aenys Frey,0,1,1,1,0,,,,0.0,1,0,,0,
Tyta Frey,,0,,269.0,,,,House Frey,,0,1,1,1,1,,,,,0,0,36.0,0,
Tyrek Lannister,,1,,286.0,Darlessa Marbrand,Tygett Lannister,,House Lannister,Ermesande Hayford,1,1,1,1,1,,,,1.0,1,0,13.0,0,
Tysane Frey,,0,,292.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,13.0,0,
Tytos Brax,Ser,1,,,,,,House Brax,,1,1,1,1,1,,,,,0,1,,0,
Tytos Frey,Ser,1,,261.0,,,,House Frey,Zhoe Blanetree,0,1,1,1,0,,,,1.0,1,1,38.0,0,
Tywin Frey,Ser,1,,287.0,Jeyne Darry,Cleos Frey,,House Frey,,0,1,1,1,1,,,,,0,1,18.0,0,
Ulrick Dayne,Ser,1,Dornish,,,,,House Dayne,,0,0,0,0,0,,,,,0,1,,0,
Ulwyck Uller,Ser,1,,,,,,House Uller,,0,0,1,1,1,,,,,0,1,,0,
Unella,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,
Utherydes Wayn,Steward,0,,237.0,,,,House Wayn,,1,1,1,1,1,,,,,0,1,68.0,0,
Uthor Tollett,Grey Glen,0,Valemen,,,,,House Tollett,,0,0,0,1,0,,,,,0,1,,0,
Vaemond Velaryon,Ser,1,Valyrian,,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,,0,
Valaena Velaryon,Dragonstone,0,Valyrian,,,,,House Velaryon,Aerion Targaryen,0,0,0,0,0,,,,0.0,1,1,,0,
Vayon Poole,Winterfell,1,,,,,,House Poole,,1,1,0,0,0,,,,,0,1,,0,
Vickon Greyjoy,Lord Reaper of Pyke,0,,,,,,House Greyjoy,,1,1,1,1,0,,,,,0,1,,0,
Viserys Plumm,Lord,0,,176.0,,,,House Plumm,,0,0,0,0,1,,,,,0,1,100.0,0,
Vylarr,Captain of the guard,1,,,,,,House Lannister,,0,1,1,1,1,,,,,0,1,,0,
Vortimer Crane,Ser,0,,,,,,House Crane,,1,1,1,1,1,,,,,0,1,,0,
Walda Rivers,,0,,294.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,
Walder Haigh,,0,,294.0,,,,House Haigh,,0,1,1,1,0,,,,,0,0,11.0,0,
Walder Brax,,0,,293.0,,,,House Brax,,0,1,1,1,0,,,,,0,0,12.0,0,
Walder Goodbrook,,1,,290.0,,,,House Goodbrook,,0,1,1,1,0,,,,,0,0,15.0,0,
Waldon Wynch,Lord of Iron Holt,1,Ironborn,,,,,House Wynch,,0,1,1,1,1,,,,,0,1,,0,
Wallace Waynwood,Ser,1,,,,,,House Waynwood,,0,0,0,1,1,,,,,0,1,,0,
Walgrave,Archmaester,1,,,,,,Maesters,,0,0,0,1,0,,,,,0,1,,0,
Walder Vance,,1,,263.0,Maegelle Frey,Dafyn Vance,,House Vance,,0,1,1,1,0,,,,,0,0,42.0,0,
Walton Stark,King in the North,1,,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,
Walton Frey,,1,,249.0,Marsella Weynwood,Stevron Frey,,House Frey,Deana Hardyng,0,1,1,1,0,,,,1.0,1,0,56.0,0,
Warryn Beesbury,Lord of Honeyholt,0,,,,,,House Beesbury,,0,0,0,1,0,,,,,0,1,,0,
Waltyr Frey,,1,,289.0,,,,House Frey,,0,1,1,1,1,,,,,0,0,16.0,0,
Wendel Frey,,1,,286.0,,,,House Frey,,0,1,1,1,1,,,,,0,0,19.0,0,
Whalen Frey,Ser,1,,267.0,,,,House Frey,Sylwa Paege,1,1,1,1,1,,,,1.0,1,1,38.0,0,
Willamen Frey,Maester,1,,272.0,Bethany Rosby,Walder Frey,,,,0,1,1,1,1,,,,,0,1,33.0,0,
Willam Wells,Ser,1,Dornish,,,,,House Wells,,0,0,0,0,1,,,,,0,1,,0,
Willem Darry,Ser,1,,,,,,House Darry,,1,1,1,0,1,,,,,0,1,,1,
Willam Wythers,Ser,1,,,,,,House Wythers,,0,0,0,1,0,,,,,0,1,,0,
Willem Lannister,,1,,285.0,Dorna Swyft,Kevan Lannister,,House Lannister,,1,1,1,1,1,,,,,0,0,14.0,4,
Willem Frey,,1,,289.0,Jeyne Darry,Cleos Frey,,House Frey,,0,1,1,1,1,,,,,0,0,16.0,0,
Willam Stark,Winterfell,1,Northmen,,Lorra Royce,Beron Stark,,House Stark,Lyanna Glover,0,1,0,0,0,,,,1.0,1,1,,0,
William Mooton,Maidenpool,1,,,,,,House Mooton,,0,1,1,1,1,,,,,0,1,,0,
Wynton Stout,Ser,1,Northmen,219.0,,,,House Stout,,0,0,1,1,0,,,,,0,1,86.0,0,
Wynafrei Whent,,0,,,,,,House Whent,Danwell Frey,0,1,1,1,0,,,,1.0,1,0,,0,
Ysilla Royce,,1,Valemen,,,,,House Royce,Mychel Redfort,0,0,0,1,1,,,,1.0,1,0,,0,
Zachery Frey,,1,,287.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,18.0,0,
Zhoe Blanetree,,0,,,,,,House Blanetree,Tytos Frey,0,1,1,1,0,,,,0.0,1,0,,0,
Zia Frey,,0,,285.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,
Addam Marbrand,Ser,1,,,,,,House Marbrand,,1,1,1,1,1,,,,,0,1,,0,
Aegor Rivers,Ser,1,,172.0,,,,House Bracken,Calla Blackfyre,0,0,0,1,1,,,,1.0,1,1,69.0,4,
Aenys Frey,Ser,1,,240.0,Perra Royce,Walder Frey,,House Frey,Tyana Wylde,1,1,1,1,1,,,,1.0,1,1,60.0,0,
Aerion Targaryen,Prince,1,Valyrian,191.0,,,,House Targaryen,Daenora Targaryen,0,1,1,0,1,,,,1.0,1,1,41.0,4,
Aemond Targaryen,Protector of the Realm,1,Valyrian,110.0,,,,House Targaryen,,0,0,0,0,1,,,,,0,1,20.0,4,
Amerei Frey,Lady of Darry,0,,282.0,Mariya Darry,Merrett Frey,,House Frey,Pate of the Blue Fork,0,1,1,1,0,,,,0.0,1,1,23.0,0,
Androw Ashford,Ser,1,Reach,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,
Anders Yronwood,Yronwood,1,,,,,,House Yronwood,,0,0,1,1,1,,,,,0,1,,0,
Arnolf Karstark,Karhold,1,Northmen,,,,,House Karstark,,0,0,0,1,1,,,,,0,1,,0,
Arya Stark,Princess,0,Northmen,289.0,Catelyn Stark,Eddard Stark,,House Stark,,1,1,1,1,1,,,,,0,1,16.0,8,
Axell Florent,Ser,1,,,,,,House Florent,,0,1,1,1,1,,,,,0,1,,1,
Aurane Waters,master of ships,1,Valyrian,277.0,,,,House Velaryon,,0,1,1,1,1,,,,,0,1,28.0,0,
Ben Plumm,Commander of the Second Sons,1,,,,,,Second Sons,,0,0,1,1,1,,,,,0,1,,0,
Benfred Tallhart,,1,Northmen,281.0,,,,House Tallhart,,0,1,1,1,1,,,,,0,0,18.0,0,
Boros Blount,Ser,1,,,,,,House Blount,,1,1,1,1,1,,,,,0,1,,0,
Black Balaq,,1,Summer Islander,,,,,Golden Company,,0,0,0,0,0,,,,,0,0,,0,
Bloodbeard,,0,,,,,,Company of the Cat,,0,0,0,0,1,,,,,0,0,,0,
Bran Stark,Prince of Winterfell,1,Northmen,290.0,Catelyn Stark,Eddard Stark,,House Stark,,1,1,1,1,1,,,,,0,1,15.0,7,
Bronn,Ser,1,,264.0,,,,House Stokeworth,Lollys Stokeworth,1,1,1,1,1,,,,1.0,1,1,41.0,0,
Bryce Caron,Nightsong,1,,,,,,House Caron,,1,1,0,0,1,,,,,0,1,,0,
Butterbumps,,1,,,,,,House Tyrell,,0,1,1,1,1,,,,,0,0,,0,
Cassana Estermont,,1,,,,,,House Estermont,Steffon Baratheon,0,1,1,0,1,,,,0.0,1,0,,0,
Chett,,1,,,,,,Night's Watch,,1,1,1,0,0,,,,,0,0,,0,
Clayton Suggs,Ser,1,,,,,,House Suggs,,0,0,0,1,1,,,,,0,1,,0,
Cersei Lannister,Light of the West,0,Westerlands,266.0,Joanna Lannister,Tywin Lannister,,House Lannister,Robert Baratheon,1,1,1,1,1,,,,1.0,1,1,39.0,9,
Chiswyck,,0,,,,,,House Clegane,,0,1,1,0,0,,,,,0,0,,0,
Cleon,King of Astapor,1,Astapori,,,,,,,0,0,1,1,1,,,,,0,1,,0,
Cohollo,Bloodrider,1,Dothraki,,,,,Khal,,1,0,0,0,0,,,,,0,0,,0,
Cortnay Penrose,Ser,1,,,,,,House Penrose,,0,1,1,0,0,,,,,0,1,,0,
Cotter Pyke,Eastwatch-by-the-Sea,1,Ironborn,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,
Cragorn,,1,,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,0,,0,
Crawn,,1,Vale mountain clans,,,,,Moon Brothers,,0,1,0,0,0,,,,,0,0,,0,
Creighton Longbough,Ser,1,,240.0,,,,,,0,0,0,1,0,,,,,0,1,65.0,0,
Cressen,Maester,1,,219.0,,,,,,0,1,1,1,0,,,,,0,1,80.0,0,
Daario Naharis,,1,Tyroshi,,,,,Stormcrows,,0,0,1,1,1,,,,,0,0,,0,
Dagmer,Foamdrinker,1,Ironborn,,,,,House Greyjoy,,0,1,0,1,1,,,,,0,1,,0,
Dagos Manwoody,Lord of Kingsgrave,1,,,,,,House Manwoody,,0,0,1,1,1,,,,,0,1,,0,
Danelle Lothston,Harrenhal,0,,,,,,House Lothston,,0,0,0,1,0,,,,,0,1,,0,
Dalla,,0,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,
Doran Martell,Prince of Dorne,1,Dornish,247.0,Princess of Dorne,,,House Martell,Mellario of Norvos,1,1,1,1,1,,,,1.0,1,1,58.0,6,
Ebrose,Archmaester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Eddison Tollett,,1,Valemen,,,,,House Tollett,,0,1,1,1,1,,,,,0,0,,0,
Edric Dayne,Lord of Starfall,1,Dornishmen,287.0,,,,House Dayne,,1,1,1,1,0,,,,,0,1,18.0,0,
Edwyn Frey,,1,,259.0,,Ryman Frey,,House Frey,Janyce Hunter,0,1,1,1,0,,,,1.0,1,0,46.0,0,
Eldon Estermont,Ser,1,Stormlands,228.0,,,,House Estermont,Sylva Santagar,0,1,1,1,1,,,,1.0,1,1,77.0,0,
Ellaria Sand,,0,Dornish,,,,,House Uller,Oberyn Martell,0,0,1,1,1,,,,0.0,1,0,,2,
Ethan Glover,,1,Northmen,,,,,House Glover,,1,1,0,0,0,,,,,0,0,,0,
Emmon Frey,Riverrun,1,,237.0,Perra Royce,Walder Frey,,House Frey of Riverrun,Genna Lannister,1,1,1,1,1,,,,1.0,1,1,68.0,0,
Galbart Glover,Master of Deepwood Motte,1,Northmen,,,,,House Glover,,1,1,1,1,1,,,,,0,1,,0,
Gerold Hightower,Ser,1,,,,,,House Hightower,,1,1,1,0,0,,,,,0,1,,0,
Ghost of High Heart,,0,,,,,,,,0,0,1,1,1,,,,,0,0,,0,
Gerris Drinkwater,Ser,1,Dornish,275.0,,,,House Drinkwater,,0,0,0,0,1,,,,,0,1,30.0,0,
Gilly,,0,Free Folk,282.0,,,,,Craster,0,1,1,1,1,,,,0.0,1,0,23.0,1,
Greydon Goodbrother,,1,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,
Harmen Uller,Lord of Hellholt,1,,,,,,House Uller,,0,0,1,1,1,,,,,0,1,,0,
Gyles Rosby,Master of Coin,1,,,,,,House Rosby,,1,1,1,1,1,,,,,0,1,,0,
Harren Hoare,,1,Ironborn,,,Halleck Hoare,,,,0,0,0,0,0,,1.0,,,0,0,,0,
Harras Harlaw,Ser,1,Ironborn,,,,,House Harlaw of Grey Garden,,0,0,0,1,1,,,,,0,1,,0,
Harrold Hardyng,Ser,1,Valemen,281.0,,,,House Hardyng,,0,0,0,1,1,,,,,0,1,24.0,0,
Helaena Targaryen,Queen,0,,109.0,,,,House Targaryen,Aegon II,0,0,0,0,0,,,,1.0,1,1,21.0,0,
Hodor,,1,Northmen,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,
Harrion Karstark,Karhold,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,2,
Iggo,,1,Dothraki,,,,,Brave Companions,,0,0,1,0,0,,,,,0,0,,0,
Hother Umber,Castellan,1,Northmen,241.0,,,,House Umber,,0,1,1,1,1,,,,,0,1,64.0,0,
Jalabhar Xho,Red Flower Vale,1,Summer Islands,,,,,Summer Islands,,1,1,1,1,1,,,,,0,1,,0,
Janos Slynt,Lord of Harrenhal,1,,278.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,22.0,0,
Jared Frey,Ser,1,,248.0,,,,House Frey,Alys Frey,1,1,1,1,1,,,,1.0,1,1,52.0,0,
Jasper Wylde,Rain House,1,,,,,,House Wylde,,0,0,0,0,0,,,,,0,1,,0,
Jhaqo,KhalKo (formerly),0,Dothraki,,,,,,,1,1,1,1,1,,,,,0,1,,0,
Jeyne Lothston,,0,,164.0,,,,House Lothston,,0,0,0,0,0,,,,,0,0,100.0,0,
Jhiqui,,0,Dothraki,284.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,21.0,0,
Jon Bulwer,Blackcrown,1,,,,,,House Bulwer,Victaria Tyrell,0,0,1,1,0,,,,1.0,1,1,,0,
Jory Cassel,Captain of the guard,1,Northmen,,,,,House Cassel,,1,1,1,0,1,,,,,0,1,,1,
Jorah Mormont,Ser,1,Northmen,254.0,,,,House Mormont,Glover,1,1,1,1,1,,,,1.0,1,1,51.0,1,
Karyl Vance,Ser,1,,,,,,House Vance of Wayfarer's Rest,,1,1,1,1,1,,,,,0,1,,0,
Khrazz,,1,Ghiscari,277.0,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,23.0,0,
Kurleket,,1,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,
Lann the Clever,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,
Kyle Condon,Ser,1,,,,,,House Condon,,0,0,1,0,0,,,,,0,1,,0,
Lancel Lannister,Ser,1,,282.0,Dorna Swyft,Kevan Lannister,,House Lannister of Casterly Rock,Amerei Frey,1,1,1,1,1,,,,1.0,1,1,23.0,5,
Likely Luke,,0,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,
Lucas Inchfield,Ser,1,,,,,,House Inchfield,,0,0,0,0,0,,,,,0,1,,0,
Lollys Stokeworth,Stokeworth,0,,265.0,,,,House Stokeworth,Bronn,0,1,1,1,1,,,,1.0,1,1,40.0,2,
Lyanna Stark,,1,Northmen,266.0,Lyarra Stark,Rickard Stark,,House Stark,,1,1,1,0,1,,,,,0,0,17.0,5,
Lyle Crakehall,Ser,1,,,,,,House Crakehall,,0,1,1,1,1,,,,,0,1,,0,
Lucas Blackwood,,1,,,,,,House Blackwood,,0,1,1,1,1,,,,,0,0,,0,
Lyn Corbray,Ser,1,,,,,,House Corbray,,1,1,1,1,1,,,,,0,1,,0,
Lynesse Hightower,,1,,,,,,House Hightower,Jorah Mormont,0,1,1,1,1,,,,1.0,1,0,,1,
Mace Tyrell,Highgarden,1,,256.0,Olenna Redwyne,Luthor Tyrell,,House Tyrell,Alerie Hightower,1,1,1,1,1,,,,1.0,1,1,49.0,1,
Mag Mar Tun Doh Weg,,1,,,,,,,,0,0,1,1,1,,,,,0,0,,0,
Mandon Moore,Ser,1,Valemen,,,,,House Moore,,1,1,1,0,0,,,,,0,1,,0,
Mago,Bloodrider,0,Dothraki,,,,,,,1,0,1,1,1,,,,,0,0,,0,
Maron Botley,,1,,,,,,House Botley,,0,1,1,0,0,,,,,0,0,,0,
Marillion,,1,,279.0,,,,,,1,1,1,1,0,,,,,0,0,21.0,0,
Marya Seaworth,Lady,0,,,,,,House Seaworth,Davos Seaworth,0,1,1,1,1,,,,1.0,1,1,,1,
Marwyn,Archmaester,1,,,,,,,,1,0,1,1,0,,,,,0,1,,0,
Masha Heddle,,0,,,,,,,,1,1,0,0,0,,,,,0,0,,0,
Matthos Seaworth,,1,,,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,,0,
Meera Reed,,0,Crannogmen,283.0,,,,House Reed,,0,1,1,1,1,,,,,0,0,22.0,0,
Melara Hetherspoon,,0,,264.0,,,,House Hetherspoon,,0,0,0,1,1,,,,,0,0,12.0,0,
Melissa Blackwood,,0,,156.0,,,,House Blackwood,,0,0,0,0,1,,,,,0,0,100.0,0,
Melisandre,,0,Asshai,,,,,R'hllor,,0,1,1,1,1,,,,,0,0,,0,
Merrit,,0,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,
Meryn Trant,Ser,1,,,,,,House Trant,,1,1,1,1,1,,,,,0,1,,0,
Merrett Frey,,1,Riverlands,262.0,Amarei Crakehall,Walder Frey,,House Frey,Mariya Darry,1,1,1,1,1,,,,1.0,1,0,38.0,0,
Mohor,,1,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,
Missandei,,0,Naathi,288.0,,,,House Targaryen,,0,0,1,1,1,,,,,0,0,17.0,0,
Moon Boy,,1,,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,0,,0,
Monster,,0,Free Folk,299.0,,,,,,0,0,1,1,1,,,,,0,0,6.0,0,
Mord,,1,,,,,,House Arryn,,1,1,1,1,1,,,,,0,0,,0,
Minisa Whent,Riverrun,0,Rivermen,,,,,House Whent,Hoster Tully,1,1,1,0,0,,,,0.0,1,1,,0,
Mordane,Septa,0,,,,,,House Stark,,1,1,1,0,0,,,,,0,0,,0,
Murenmure,Maester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Myles,Maester,1,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,
Mors Martell,Sandship,0,Dornish,,,,,House Martell,Nymeria,1,0,0,1,0,,,,1.0,1,1,,0,
Mya Stone,,0,,279.0,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,0,26.0,0,
Myrcella Baratheon,Princess,0,,290.0,Cersei Lannister,Robert Baratheon,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,1,15.0,5,Jaime Lannister
Nestor Royce,Keeper of the Gates of the Moon,1,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,
Nute,Lord of Oakenshield,1,Ironborn,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,1,,0,
Nymeria Sand,,0,Dornishmen,274.0,,Oberyn Martell,,House Martell,,0,0,1,1,1,,,,,0,0,31.0,1,
Nymeria,PrincessQueen,0,Rhoynar,,,,,House Martell,Mors Martell,1,1,0,1,1,,,,1.0,1,1,,0,
Oberyn Martell,Ser,1,Dornishmen,257.0,Princess of Dorne,,,House Martell,,1,1,1,1,1,,,,,0,1,43.0,5,
Obella Sand,,0,Dornishmen,287.0,Ellaria Sand,Oberyn Martell,,House Martell,,0,0,1,1,1,,,,,0,0,18.0,1,
Olenna Redwyne,Highgarden,0,,228.0,,,,House Redwyne,Luthor Tyrell,1,1,1,1,1,,,,1.0,1,1,77.0,0,
Mychel Redfort,Ser,1,Valemen,,,,,House Redfort,Ysilla Royce,1,1,1,1,1,,,,1.0,1,1,,0,
Orwyle,Grand Maester,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Osha,,1,Free folk,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,
Osfryd Kettleblack,Ser,1,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,
Osney Kettleblack,Ser,1,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,
Orys Baratheon,Storm's End,1,,,,,,House Baratheon,Argella Durrandon,1,0,0,0,0,,,,1.0,1,1,,5,
Osmund Kettleblack,Ser,1,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,
Othell Yarwyck,First Builder,1,,,,,,House Yarwyck,,1,1,1,1,1,,,,,0,1,,0,
Oswell Whent,Ser,1,Rivermen,,,,,House Whent,,1,0,1,0,1,,,,,0,1,,1,
Otto Hightower,Ser,1,,,,,,House Hightower,,0,0,1,0,0,,,,,0,1,,0,
Patchface,,1,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,0,,0,
Paxter Redwyne,Arbor,1,,,,,,House Redwyne,Mina Tyrell,1,1,1,1,1,,,,1.0,1,1,,0,
Pearse Caron,Nightsong,1,,,,,,House Caron,,0,0,0,0,0,,,,,0,1,,0,
Petyr Frey,,1,,281.0,,Ryman Frey,,House Frey,Mylenda Caron,0,1,1,1,0,,,,1.0,1,0,19.0,0,
Pia,,0,,,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,
Podrick Payne,,1,,286.0,,,,House Payne,,1,1,1,1,1,,,,,0,0,19.0,0,
Preston Greenfield,Ser,1,Westermen,,,,,House Greenfield,,1,1,1,1,0,,,,,0,1,,0,
Polliver,Castellan of Harrenhal,1,,,,,,House Clegane,,0,1,1,1,0,,,,,0,1,,0,
Pyat Pree,Warlock,0,,,,,,Undying Ones,,0,1,1,1,1,,,,,0,1,,0,
Pylos,Maester,1,,273.0,,,,,,0,1,1,1,1,,,,,0,1,32.0,0,
Pycelle,Grand Maester,1,,216.0,,,,House Lannister,,1,1,1,1,1,,,,,0,1,84.0,0,
Qhorin Halfhand,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
Qotho,Bloodrider,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,
Quentyn Martell,Ser,1,Dornishmen,281.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,19.0,0,
Ralf Stonehouse,Red Jester,1,Ironborn,,,,,House Stonehouse,,0,0,0,1,1,,,,,0,1,,0,
Ramsay Snow,Lord of the Hornwood,1,Northmen,282.0,,Roose Bolton,,House Bolton of the Dreadfort,Donella Hornwood,0,1,1,1,1,,,,0.0,1,1,23.0,1,
Randyll Tarly,Horn Hill,1,,,,,,House Tarly,Melessa Florent,1,1,1,1,1,,,,1.0,1,1,,0,
Raymun Fossoway,Ser,1,,,,,,House Fossoway of New Barrel,,0,0,0,0,0,,,,,0,1,,0,
